Variant,ID,OOD,FGSM,Layer,Threshold,Mini,N-extract,N-train,Random seed,AUROC,AUROC-avg-std,FPR95,FPR95-avg-std,Logfile
MS_DETR,BDD,COCO,8,res_conn_before_transformer.encoder.layers.5.norm1,0.4,,3,3,2000,25.5,23.23±1.90,87.18,89.00±1.29,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,res_conn_before_transformer.encoder.layers.5.norm2,0.4,,3,1,0,45.85,,76.5,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,res_conn_before_transformer.encoder.layers.5.norm2,0.4,,3,2,1000,35.89,,82.91,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,res_conn_before_transformer.encoder.layers.5.norm2,0.4,,3,3,2000,38.37,40.04±4.23,81.36,80.26±2.73,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.0.norm1,0.4,,3,1,0,68.72,,64.66,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.0.norm1,0.4,,3,2,1000,69.3,,63.69,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.0.norm1,0.4,,3,3,2000,68.21,68.74±0.45,65.05,64.47±0.57,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.0.norm3,0.4,,3,1,0,43.93,,88.16,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.0.norm3,0.4,,3,2,1000,43.56,,89.32,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.0.norm3,0.4,,3,3,2000,43.08,43.52±0.35,89.13,88.87±0.51,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.1.norm1,0.4,,3,1,0,65.45,,74.95,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.1.norm1,0.4,,3,2,1000,66.86,,74.37,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.1.norm1,0.4,,3,3,2000,65.51,65.94±0.65,75.34,74.89±0.40,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.1.norm3,0.4,,3,1,0,54.72,,75.53,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.1.norm3,0.4,,3,2,1000,55.77,,75.15,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.1.norm3,0.4,,3,3,2000,57.65,56.05±1.21,73.59,74.76±0.84,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.2.norm1,0.4,,3,1,0,59.13,,74.17,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.2.norm1,0.4,,3,2,1000,59.46,,73.2,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.2.norm1,0.4,,3,3,2000,59.9,59.50±0.32,73.4,73.59±0.42,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.2.norm3,0.4,,3,1,0,50.73,,75.53,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.2.norm3,0.4,,3,2,1000,51.27,,75.34,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.2.norm3,0.4,,3,3,2000,49.98,50.66±0.53,76.5,75.79±0.51,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.3.norm1,0.4,,3,1,0,60.6,,68.35,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.3.norm1,0.4,,3,2,1000,60.78,,68.35,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.3.norm1,0.4,,3,3,2000,59.06,60.15±0.77,70.49,69.06±1.01,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.3.norm3,0.4,,3,1,0,71.85,,56.7,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.3.norm3,0.4,,3,2,1000,72.83,,56.7,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.3.norm3,0.4,,3,3,2000,73.33,72.67±0.61,55.15,56.18±0.73,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.4.norm1,0.4,,3,1,0,74.62,,56.5,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.4.norm1,0.4,,3,2,1000,78.6,,51.26,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.4.norm1,0.4,,3,3,2000,75.77,76.33±1.67,55.34,54.37±2.25,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.4.norm3,0.4,,3,1,0,53.67,,75.15,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.4.norm3,0.4,,3,2,1000,57.21,,72.04,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.4.norm3,0.4,,3,3,2000,61.18,57.35±3.07,69.13,72.11±2.46,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.5.norm1,0.4,,3,1,0,51.92,,75.92,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.5.norm1,0.4,,3,2,1000,54.01,,74.17,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.5.norm1,0.4,,3,3,2000,52.79,52.91±0.86,75.15,75.08±0.72,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.5.norm3,0.4,,3,1,0,71.48,,56.5,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.5.norm3,0.4,,3,2,1000,71.71,,54.17,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.decoder.layers.5.norm3,0.4,,3,3,2000,70.95,71.38±0.32,57.48,56.05±1.39,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout1,0.4,,3,1,0,91.03,,33.59,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout1,0.4,,3,2,1000,89.82,,37.09,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout1,0.4,,3,3,2000,90.95,90.60±0.55,33.79,34.82±1.60,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout2,0.4,,3,1,0,87.41,,47.38,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout2,0.4,,3,2,1000,87.93,,47.57,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout2,0.4,,3,3,2000,89.04,88.13±0.68,44.47,46.47±1.42,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout3,0.4,,3,1,0,81.3,,59.61,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout3,0.4,,3,2,1000,82.37,,58.64,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.dropout3,0.4,,3,3,2000,83.91,82.53±1.07,55.34,57.86±1.83,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.linear1,0.4,,3,1,0,95.65,,13.98,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.linear1,0.4,,3,2,1000,93.78,,19.61,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.linear1,0.4,,3,3,2000,96.21,95.21±1.04,12.23,15.27±3.15,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.linear2,0.4,,3,1,0,85.79,,52.43,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.linear2,0.4,,3,2,1000,82.64,,57.28,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.linear2,0.4,,3,3,2000,85.65,84.69±1.45,52.23,53.98±2.33,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.norm1,0.4,,3,1,0,94.01,,20.19,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.norm1,0.4,,3,2,1000,94.81,,17.48,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.norm1,0.4,,3,3,2000,93.24,94.02±0.64,21.17,19.61±1.56,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.norm2,0.4,,3,1,0,91.6,,29.32,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.norm2,0.4,,3,2,1000,90.11,,33.4,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.norm2,0.4,,3,3,2000,91.53,91.08±0.69,29.51,30.74±1.88,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.attention_weights,0.4,,3,1,0,84.17,,47.57,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.attention_weights,0.4,,3,2,1000,83.12,,50.87,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.attention_weights,0.4,,3,3,2000,85.47,84.25±0.96,45.24,47.89±2.31,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.output_proj,0.4,,3,1,0,90.1,,35.34,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.output_proj,0.4,,3,2,1000,90.96,,33.4,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.output_proj,0.4,,3,3,2000,90.26,90.44±0.37,34.95,34.56±0.84,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,3,1,0,82.59,,57.28,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,3,2,1000,82.04,,58.45,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,3,3,2000,82.61,82.41±0.26,55.53,57.09±1.20,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.value_proj,0.4,,3,1,0,93.7,,19.81,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.value_proj,0.4,,3,2,1000,90.92,,28.74,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.0.self_attn.value_proj,0.4,,3,3,2000,93.0,92.54±1.18,21.55,23.37±3.87,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout1,0.4,,3,1,0,93.39,,25.44,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout1,0.4,,3,2,1000,92.05,,29.13,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout1,0.4,,3,3,2000,94.11,93.18±0.85,23.5,26.02±2.34,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout2,0.4,,3,1,0,89.61,,47.57,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout2,0.4,,3,2,1000,89.33,,46.8,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout2,0.4,,3,3,2000,89.79,89.58±0.19,47.18,47.18±0.31,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout3,0.4,,3,1,0,84.79,,63.11,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout3,0.4,,3,2,1000,83.62,,67.18,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.dropout3,0.4,,3,3,2000,86.36,84.92±1.12,57.09,62.46±4.14,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.linear1,0.4,,3,1,0,93.99,,21.17,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.linear1,0.4,,3,2,1000,91.51,,27.96,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.linear1,0.4,,3,3,2000,91.11,92.20±1.27,29.51,26.21±3.62,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.linear2,0.4,,3,1,0,83.53,,64.66,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.linear2,0.4,,3,2,1000,84.93,,61.17,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.linear2,0.4,,3,3,2000,85.78,84.75±0.93,60.0,61.94±1.98,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.norm1,0.4,,3,1,0,91.84,,31.26,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.norm1,0.4,,3,2,1000,91.33,,29.51,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.norm1,0.4,,3,3,2000,90.89,91.35±0.39,31.84,30.87±0.99,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.norm2,0.4,,3,1,0,87.8,,40.78,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.norm2,0.4,,3,2,1000,87.91,,39.81,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.norm2,0.4,,3,3,2000,85.98,87.23±0.89,44.27,41.62±1.92,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.attention_weights,0.4,,3,1,0,77.23,,60.97,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.attention_weights,0.4,,3,2,1000,79.7,,57.48,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.attention_weights,0.4,,3,3,2000,78.74,78.56±1.02,60.19,59.55±1.50,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.output_proj,0.4,,3,1,0,93.51,,25.63,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.output_proj,0.4,,3,2,1000,93.6,,24.47,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.output_proj,0.4,,3,3,2000,93.62,93.58±0.05,25.83,25.31±0.60,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.sampling_offsets,0.4,,3,1,0,74.88,,65.05,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.sampling_offsets,0.4,,3,2,1000,74.22,,66.41,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.sampling_offsets,0.4,,3,3,2000,75.06,74.72±0.36,64.47,65.31±0.81,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.value_proj,0.4,,3,1,0,91.9,,31.46,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.value_proj,0.4,,3,2,1000,90.26,,37.48,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.1.self_attn.value_proj,0.4,,3,3,2000,91.07,91.08±0.67,33.59,34.18±2.49,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout1,0.4,,3,1,0,70.16,,66.8,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout1,0.4,,3,2,1000,69.41,,67.18,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout1,0.4,,3,3,2000,67.04,68.87±1.33,69.71,67.90±1.29,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout2,0.4,,3,1,0,78.62,,70.1,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout2,0.4,,3,2,1000,78.03,,70.68,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout2,0.4,,3,3,2000,77.11,77.92±0.62,73.2,71.33±1.35,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout3,0.4,,3,1,0,75.99,,69.9,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout3,0.4,,3,2,1000,76.09,,69.9,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.dropout3,0.4,,3,3,2000,76.69,76.26±0.31,70.87,70.22±0.46,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.linear1,0.4,,3,1,0,70.1,,66.02,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.linear1,0.4,,3,2,1000,63.85,,73.2,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.linear1,0.4,,3,3,2000,68.95,67.63±2.72,67.96,69.06±3.03,eval_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_3_train_3_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.linear2,0.4,,3,1,0,77.89,,68.16,,eval_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_3_train_1_all_encoder_layers.txt
MS_DETR,BDD,COCO,8,transformer.encoder.layers.2.linear2,0.4,,3,2,1000,73.74,,73.98,,eval_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_3_train_2_all_encoder_layers.txt
